title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,studio,domestic_gross,year,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
Our Kind of Traitor,Our Kind of Traitor,2016-01-01,108.0,"Crime,Drama,Thriller",6.2,17511,RAtt.,3200000.0,2016-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"For a Good Time, Call...","For a Good Time, Call...",2012-01-01,85.0,Comedy,6.0,14990,Focus,1300000.0,2012-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Bigger Splash,A Bigger Splash,2015-01-01,125.0,"Drama,Thriller",6.4,23311,FoxS,2000000.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Elvis & Nixon,Elvis & Nixon,2016-01-01,86.0,"Comedy,History",6.4,12000,BST,1100000.0,2016-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paranormal Activity 4,Paranormal Activity 4,2012-01-01,88.0,"Horror,Mystery,Thriller",4.6,58408,Par.,53900000.0,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Transformers: Age of Extinction,Transformers: Age of Extinction,2014-01-01,165.0,"Action,Adventure,Sci-Fi",5.7,283486,Par.,245400000.0,2014-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Kings of Summer,The Kings of Summer,2013-01-01,95.0,"Adventure,Comedy,Drama",7.2,73230,CBS,1300000.0,2013-01-01,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fill the Void,Lemale et ha'halal,2012-01-01,90.0,"Drama,Romance",6.7,3450,SPC,1800000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Mountain Between Us,The Mountain Between Us,2017-01-01,112.0,"Action,Adventure,Drama",6.4,57033,Fox,30300000.0,2017-01-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table No. 21,Table No.21,2013-01-01,108.0,"Adventure,Thriller",7.1,10185,Eros,46700.0,2013-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Satyagraha,Satyagraha,2013-01-01,152.0,Drama,6.0,4559,UTV,739000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On My Way,Elle s'en va,2013-01-01,116.0,"Comedy,Drama",6.4,2009,Cohen,317000.0,2014-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tai Chi Hero,Tai Chi Hero,2012-01-01,100.0,"Action,Adventure",6.2,3110,WGUSA,35100.0,2013-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shootout at Wadala,Shootout at Wadala,2013-01-01,155.0,"Action,Crime",5.9,5610,Eros,370000.0,2013-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enemy,Enemy,2013-01-01,91.0,"Mystery,Thriller",6.9,143250,A24,1000000.0,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Enemy,Enemy,2015-01-01,107.3058943089431,"Drama,Fantasy,Mystery",5.6,17,A24,1000000.0,2014-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Rio 2,Rio 2,2014-01-01,101.0,"Adventure,Animation,Comedy",6.3,72209,Fox,131500000.0,2014-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodbye to Language,Adieu au langage,2014-01-01,70.0,"Drama,Fantasy",5.9,4908,KL,390000.0,2014-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Husbands in Goa,Husbands in Goa,2012-01-01,140.0,Comedy,3.6,204,UTV,10100.0,2012-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Escape,Quod erat demonstrandum,2013-01-01,107.0,"Drama,Thriller",7.3,247,IFC,14000.0,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Escape,De ontsnapping,2015-01-01,96.0,Drama,5.7,550,IFC,14000.0,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Escape,The Escape,2017-01-01,101.0,Drama,5.9,1290,IFC,14000.0,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Turner,Mr. Turner,2014-01-01,150.0,"Biography,Drama,History",6.8,22661,SPC,4000000.0,2014-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Strange Little Cat,Das merkwürdige Kätzchen,2013-01-01,72.0,"Comedy,Drama",6.6,807,KS,5900.0,2014-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,2015-01-01,92.0,"Adventure,Animation,Comedy",5.1,14507,Fox,85900000.0,2015-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mortdecai,Mortdecai,2015-01-01,107.0,"Action,Comedy,Crime",5.5,61366,LGF,7700000.0,2015-01-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love & Friendship,Love & Friendship,2016-01-01,90.0,"Comedy,Drama,Romance",6.4,21157,RAtt.,14000000.0,2016-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Moana,Moana,2016-01-01,107.0,"Adventure,Animation,Comedy",7.6,224253,BV,248800000.0,2016-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BlacKkKlansman,BlacKkKlansman,2018-01-01,135.0,"Biography,Crime,Drama",7.5,149005,Focus,49300000.0,2018-01-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detective Chinatown 2,Tang ren jie tan an 2,2018-01-01,121.0,"Action,Comedy,Mystery",6.1,1250,WB,2000000.0,2018-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Conviction,Une intime conviction,2018-01-01,110.0,Drama,7.0,234,FoxS,6800000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conviction,Conviction,2010-01-01,107.0,"Biography,Crime,Drama",7.2,39771,FoxS,6800000.0,2010-01-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maggie,Maggie,2018-01-01,88.0,Drama,6.4,16,RAtt.,187000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maggie,Maggie,2015-01-01,95.0,"Drama,Horror",5.6,38671,RAtt.,187000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Book Thief,The Book Thief,2013-01-01,131.0,"Drama,War",7.6,119023,Fox,21500000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Wolf of Wall Street,The Wolf of Wall Street,2013-01-01,180.0,"Biography,Crime,Drama",8.2,1035358,Par.,116900000.0,2013-01-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Loft,The Loft,2014-01-01,108.0,"Mystery,Romance,Thriller",6.3,46961,ORF,6000000.0,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
The Warring States,Zhan guo,2011-01-01,126.0,"Drama,War",4.6,458,CL,69000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Magic Mike,Magic Mike,2012-01-01,110.0,"Comedy,Drama",6.1,123955,WB,113700000.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fairy,La fée,2011-01-01,93.0,"Comedy,Drama",6.1,2201,KL,38400.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compliance,Compliance,2012-01-01,90.0,"Biography,Crime,Drama",6.4,28703,Magn.,319000.0,2012-01-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spinning Plates,Spinning Plates,2012-01-01,93.0,Documentary,7.2,888,TFA,112000.0,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Smurfs 2,The Smurfs 2,2013-01-01,105.0,"Adventure,Animation,Comedy",5.4,34229,Sony,71000000.0,2013-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inside Llewyn Davis,Inside Llewyn Davis,2013-01-01,104.0,"Drama,Music",7.5,123759,CBS,13200000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Any Day Now,Any Day Now,2012-01-01,98.0,Drama,7.5,5464,MBox,201000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth to Echo,Earth to Echo,2014-01-01,91.0,"Adventure,Family,Sci-Fi",5.8,17627,Rela.,38900000.0,2014-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Grand Budapest Hotel,The Grand Budapest Hotel,2014-01-01,99.0,"Adventure,Comedy,Crime",8.1,633604,FoxS,59300000.0,2014-01-01,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Selfish Giant,The Selfish Giant,2013-01-01,91.0,Drama,7.3,10682,IFC,12200.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fifty Shades of Grey,Fifty Shades of Grey,2015-01-01,125.0,"Drama,Romance,Thriller",4.1,279126,Uni.,166200000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Strangerland,Strangerland,2015-01-01,112.0,"Drama,Mystery,Thriller",5.2,7999,Alc,17500.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Stories We Tell,Stories We Tell,2012-01-01,108.0,Documentary,7.6,11232,RAtt.,1600000.0,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lolo,Lolo,2012-01-01,60.0,Documentary,7.9,22,FR,24100.0,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lolo,Lolo,2015-01-01,99.0,Comedy,5.7,3262,FR,24100.0,2016-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Quiet Passion,A Quiet Passion,2016-01-01,125.0,"Biography,Drama",6.5,4582,MBox,1900000.0,2017-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Masti,Grand Masti,2013-01-01,137.0,"Comedy,Drama,Romance",4.4,5338,Eros,414000.0,2013-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ida,Ida,2013-01-01,82.0,Drama,7.4,46819,MBox,3800000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastards,Les salauds,2013-01-01,100.0,"Drama,Romance",6.1,2890,IFC,24500.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bastards,Bastards,2014-01-01,80.0,"Biography,Documentary,Family",8.3,18,IFC,24500.0,2013-01-01,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Tales,Relatos salvajes,2014-01-01,122.0,"Comedy,Drama,Thriller",8.1,151123,SPC,3100000.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Unbranded,Unbranded,2015-01-01,106.0,Documentary,7.3,1254,Grav.,410000.0,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wonders,Le meraviglie,2014-01-01,110.0,Drama,6.6,3916,Osci.,73400.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wonders,The Wonders,2013-01-01,112.0,"Comedy,Mystery",6.2,286,Osci.,73400.0,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Learning to Drive,Learning to Drive,2014-01-01,90.0,"Comedy,Drama,Romance",6.4,6740,BG,3400000.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Of Horses and Men,Hross í oss,2013-01-01,81.0,"Comedy,Drama,Romance",6.8,2743,MBox,11900.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Journey to the South Pacific,Journey to the South Pacific,2013-01-01,40.0,Documentary,6.5,145,Imax,7600000.0,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brothers Grimsby,Grimsby,2016-01-01,83.0,"Action,Adventure,Comedy",6.2,82123,Sony,6900000.0,2016-01-01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sea of Trees,The Sea of Trees,2015-01-01,110.0,"Drama,Fantasy,Mystery",6.0,11498,A24,20400.0,2016-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Francofonia,Francofonia,2015-01-01,88.0,"Drama,History",6.6,2300,MBox,307000.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Soorma,Soorma,2018-01-01,131.0,"Biography,Drama,Sport",7.4,3606,Sony,390000.0,2018-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ex Machina,Ex Machina,2014-01-01,108.0,"Drama,Mystery,Sci-Fi",7.7,424542,A24,25400000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Burlesque,Burlesque,2010-01-01,119.0,"Drama,Music,Musical",6.4,71021,SGem,39400000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Burlesque,Burlesque,2010-01-01,107.3058943089431,Drama,7.0,45,SGem,39400000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lay the Favorite,Lay the Favorite,2012-01-01,94.0,"Comedy,Drama,Romance",4.8,10555,RTWC,21000.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Inhale,Inhale,2010-01-01,83.0,"Drama,Thriller",6.6,6006,IFC,4100.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Charlie Countryman,The Necessary Death of Charlie Countryman,2013-01-01,103.0,"Comedy,Drama,Romance",6.4,25356,MNE,11700.0,2013-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Lone Ranger,The Lone Ranger,2013-01-01,150.0,"Action,Adventure,Western",6.4,208827,BV,89300000.0,2013-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Extraordinary Measures,Extraordinary Measures,2010-01-01,106.0,Drama,6.5,15673,CBS,12100000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangster Squad,Gangster Squad,2013-01-01,113.0,"Action,Crime,Drama",6.7,195560,WB,46000000.0,2013-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomb Raider,Tomb Raider,2018-01-01,119.0,"Action,Adventure,Fantasy",6.3,163560,WB,58300000.0,2018-01-01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Miral,Miral,2010-01-01,112.0,"Drama,History",6.3,3067,Wein.,373000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Texas Killing Fields,Texas Killing Fields,2011-01-01,105.0,"Crime,Drama,History",5.7,17413,Anch.,45500.0,2011-01-01,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hyde Park on Hudson,Hyde Park on Hudson,2012-01-01,94.0,"Biography,Comedy,Drama",5.9,10726,Focus,6400000.0,2012-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khumba,Khumba,2013-01-01,85.0,"Adventure,Animation,Family",5.7,4984,MNE,1000.0,2013-01-01,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,2010-01-01,41.0,Documentary,6.9,364,3D,6100000.0,2010-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beginners,Beginners,2010-01-01,105.0,"Comedy,Drama,Romance",7.2,83770,Focus,5800000.0,2011-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Uncle Boonmee Who Can Recall His Past Lives,Loong Boonmee raleuk chat,2010-01-01,114.0,"Drama,Fantasy",6.7,11717,Strand,184000.0,2011-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Innkeepers,The Innkeepers,2011-01-01,101.0,"Drama,Horror,Mystery",5.5,31089,Magn.,78400.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Friends with Benefits,Friends with Benefits,2011-01-01,109.0,"Comedy,Romance",6.6,317338,SGem,55800000.0,2011-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
My Piece of the Pie,Ma part du gâteau,2011-01-01,109.0,"Comedy,Drama",5.8,1811,IFC,6900.0,2011-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dictator,The Dictator,2012-01-01,83.0,Comedy,6.4,250976,Par.,59700000.0,2012-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sapphires,The Sapphires,2012-01-01,103.0,"Biography,Comedy,Drama",7.0,12143,Wein.,2500000.0,2013-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soldiers of Fortune,Soldiers of Fortune,2012-01-01,94.0,"Action,Thriller",4.3,6765,RAtt.,38900.0,2012-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Before I Fall,Before I Fall,2017-01-01,98.0,"Drama,Fantasy,Mystery",6.4,39282,ORF,12200000.0,2017-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Alex Cross,Alex Cross,2012-01-01,101.0,"Action,Crime,Mystery",5.1,30951,LG/S,25900000.0,2012-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Absolutely Anything,Absolutely Anything,2015-01-01,85.0,"Comedy,Sci-Fi",6.0,34859,ADC,20200.0,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,2015-01-01,93.0,"Action,Comedy,Horror",6.3,40479,Par.,3700000.0,2015-01-01,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Words,The Words,2012-01-01,102.0,"Drama,Mystery,Romance",7.1,70308,CBS,11500000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Alps,Alpeis,2011-01-01,93.0,Drama,6.4,8505,KL,16100.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Neon Demon,The Neon Demon,2016-01-01,117.0,"Horror,Thriller",6.2,72359,BG,1300000.0,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The 33,The 33,2015-01-01,127.0,"Biography,Drama,History",6.9,32263,WB,12200000.0,2015-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Laggies,Laggies,2014-01-01,99.0,"Comedy,Drama,Romance",6.4,38885,A24,1100000.0,2014-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hello I Must Be Going,Hello I Must Be Going,2012-01-01,95.0,"Comedy,Drama,Romance",6.2,5489,Osci.,107000.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Big Game,Big Game,2014-01-01,90.0,"Action,Adventure,Crime",5.4,28615,EC,24600.0,2015-01-01,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knight of Cups,Knight of Cups,2015-01-01,118.0,"Drama,Romance",5.7,22242,BG,566000.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ginger & Rosa,Ginger & Rosa,2012-01-01,90.0,Drama,6.3,9652,A24,1000000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patience (After Sebald),Patience (After Sebald),2012-01-01,86.0,Documentary,6.9,246,CGld,15900.0,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Force Majeure,Turist,2014-01-01,120.0,"Comedy,Drama",7.3,41818,Magn.,1400000.0,2014-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28 Hotel Rooms,28 Hotel Rooms,2012-01-01,82.0,"Drama,Romance",5.8,2757,Osci.,18900.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Saving Mr. Banks,Saving Mr. Banks,2013-01-01,125.0,"Biography,Comedy,Drama",7.5,140678,BV,83300000.0,2013-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
God Help the Girl,God Help the Girl,2014-01-01,112.0,"Drama,Music,Romance",6.4,8050,Ampl.,103000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Maps to the Stars,Maps to the Stars,2014-01-01,111.0,"Comedy,Drama",6.2,35049,FCW,351000.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulette,Paulette,2012-01-01,87.0,"Comedy,Crime",6.6,6279,Cohen,29500.0,2015-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minions,Minions,2015-01-01,91.0,"Adventure,Animation,Comedy",6.4,193917,Uni.,336000000.0,2015-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Disappointments Room,The Disappointments Room,2016-01-01,85.0,"Drama,Horror,Thriller",3.9,8167,Rela.,2400000.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Enough Said,Enough Said,2013-01-01,93.0,"Comedy,Drama,Romance",7.0,55698,FoxS,17600000.0,2013-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
An Eye for Beauty,Le règne de la beauté,2014-01-01,102.0,Drama,5.5,1105,MR,9000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Amazing Catfish,Los insólitos peces gato,2013-01-01,89.0,"Comedy,Drama",7.0,1546,Strand,11300.0,2014-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blockers,Blockers,2018-01-01,102.0,Comedy,6.2,57142,Uni.,60300000.0,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shut In,Shut In,2016-01-01,91.0,"Drama,Mystery,Thriller",4.7,11030,EC,6900000.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Kevin Hart: Let Me Explain,Kevin Hart: Let Me Explain,2013-01-01,75.0,"Comedy,Documentary",6.8,7880,LG/S,32200000.0,2013-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Top Five,Top Five,2014-01-01,102.0,"Comedy,Romance",6.4,24744,Par.,25300000.0,2014-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ride Along 2,Ride Along 2,2016-01-01,102.0,"Action,Comedy,Crime",5.9,48688,Uni.,91200000.0,2016-01-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Ties,Blodets bånd,2013-01-01,83.0,"Documentary,Drama,Family",7.0,50,ALP,2800.0,2011-01-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Ties,Blood Ties,2013-01-01,127.0,"Action,Crime,Drama",6.5,17771,ALP,2800.0,2011-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room,Room,2015-01-01,118.0,"Drama,Thriller",8.2,316791,A24,14700000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Monster Calls,A Monster Calls,2016-01-01,108.0,"Animation,Drama,Fantasy",7.5,70416,Focus,3700000.0,2016-01-01,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Taxi Driver,Taeksi woonjunsa,2017-01-01,137.0,"Action,Drama,History",7.8,9301,WGUSA,1500000.0,2017-01-01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Danish Girl,The Danish Girl,2015-01-01,119.0,"Biography,Drama,Romance",7.1,146873,Focus,11100000.0,2015-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Source Code,Source Code,2011-01-01,93.0,"Action,Drama,Sci-Fi",7.5,452036,Sum.,54700000.0,2011-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Southpaw,Southpaw,2015-01-01,124.0,"Drama,Sport",7.4,199783,Wein.,52400000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dhoom 3,Dhoom:3,2013-01-01,172.0,"Action,Thriller",5.4,40466,Yash,8000000.0,2013-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
